id,loan_status,prob
63577,0,0.0112
63578,1,0.9918
63579,0,0.0006
63580,0,0.0118
63581,0,0.0015
63582,0,0.0354
63583,0,0.0366
63584,0,0.0362
63585,0,0.0165
63586,0,0.0114
63587,0,0.0226
63588,0,0.0839
63589,0,0.3533
63590,0,0.0242
63591,0,0.0118
63592,0,0.0208
63593,0,0.0081
63594,0,0.01
63595,0,0.0301
63596,0,0.0087
63597,0,0.0092
63598,1,0.9759
63599,0,0.2735
63600,1,0.8881
63601,1,0.9787
63602,1,0.9246
63603,0,0.0194
63604,0,0.0417
63605,0,0.0446
63606,1,0.9389
63607,0,0.0129
63608,1,0.99
63609,0,0.0673
63610,0,0.0162
63611,0,0.0048
63612,0,0.0212
63613,0,0.095
63614,0,0.0031
63615,0,0.0119
63616,0,0.0018
63617,0,0.2679
63618,0,0.0945
63619,0,0.0027
63620,1,0.8831
63621,0,0.0724
63622,1,0.9935
63623,0,0.0204
63624,0,0.1155
63625,0,0.0393
63626,0,0.0109
63627,0,0.0163
63628,1,0.9883
63629,0,0.0178
63630,0,0.0034
63631,0,0.0739
63632,0,0.007
63633,0,0.0334
63634,0,0.0165
63635,0,0.0132
63636,0,0.2379
63637,0,0.062
63638,0,0.0327
63639,0,0.059
63640,0,0.1101
63641,0,0.0131
63642,0,0.0255
63643,0,0.0157
63644,0,0.0714
63645,0,0.0095
63646,0,0.005
63647,0,0.0625
63648,0,0.0323
63649,0,0.0147
63650,1,0.9805
63651,0,0.0328
63652,0,0.0081
63653,0,0.0628
63654,0,0.0093
63655,0,0.3723
63656,0,0.0036
63657,0,0.1347
63658,0,0.0081
63659,0,0.0082
63660,0,0.0148
63661,0,0.1505
63662,0,0.0464
63663,0,0.0174
63664,0,0.0242
63665,0,0.0082
63666,0,0.0097
63667,0,0.078
63668,0,0.0272
63669,0,0.0086
63670,0,0.0408
63671,0,0.0134
63672,0,0.0613
63673,0,0.0149
63674,0,0.008
63675,0,0.0058
63676,0,0.0235
63677,0,0.2373
63678,0,0.0635
63679,0,0.0119
63680,1,0.8085
63681,0,0.0262
63682,0,0.0368
63683,0,0.0164
63684,0,0.0096
63685,0,0.4327
63686,0,0.0052
63687,0,0.0061
63688,0,0.0283
63689,0,0.2725
63690,1,0.9039
63691,0,0.3007
63692,0,0.0328
63693,0,0.0188
63694,0,0.0126
63695,0,0.0949
63696,0,0.1108
63697,0,0.0066
63698,0,0.0089
63699,0,0.01
63700,0,0.0109
63701,0,0.0066
63702,0,0.0292
63703,0,0.0821
63704,0,0.0031
63705,0,0.0407
63706,0,0.0186
63707,0,0.0058
63708,0,0.002
63709,0,0.0488
63710,0,0.1232
63711,0,0.2585
63712,0,0.0151
63713,1,0.8889
63714,0,0.0296
63715,0,0.0155
63716,0,0.0169
63717,0,0.0057
63718,0,0.0027
63719,0,0.0054
63720,0,0.0075
63721,0,0.0222
63722,0,0.0889
63723,0,0.0082
63724,0,0.0534
63725,1,0.9039
63726,0,0.0129
63727,1,0.9921
63728,0,0.0124
63729,0,0.01
63730,0,0.0146
63731,0,0.0123
63732,1,0.5268
63733,0,0.0198
63734,0,0.0446
63735,0,0.0081
63736,0,0.0736
63737,1,0.8136
63738,0,0.0169
63739,0,0.0213
63740,0,0.0024
63741,0,0.0918
63742,0,0.0627
63743,0,0.0436
63744,0,0.057
63745,1,0.9783
63746,0,0.0467
63747,0,0.0446
63748,0,0.0758
63749,0,0.0035
63750,0,0.0108
63751,1,0.9555
63752,0,0.0131
63753,0,0.0354
63754,1,0.8834
63755,0,0.0235
63756,0,0.2188
63757,0,0.0175
63758,0,0.0061
63759,0,0.0482
63760,0,0.073
63761,0,0.0824
63762,1,0.9017
63763,0,0.0473
63764,0,0.0762
63765,0,0.0146
63766,1,0.9803
63767,0,0.1297
63768,0,0.0148
63769,0,0.1054
63770,0,0.0516
63771,0,0.023
63772,0,0.0157
63773,0,0.0055
63774,0,0.0715
63775,0,0.0388
63776,0,0.0039
63777,0,0.0176
63778,1,0.8771
63779,0,0.0225
63780,0,0.0645
63781,0,0.1185
63782,0,0.009
63783,0,0.0019
63784,0,0.0842
63785,0,0.0073
63786,0,0.0218
63787,0,0.0441
63788,0,0.1257
63789,0,0.3113
63790,0,0.0076
63791,0,0.0147
63792,0,0.0035
63793,0,0.0039
63794,0,0.0042
63795,0,0.4561
63796,0,0.105
63797,0,0.0114
63798,0,0.1713
63799,0,0.4702
63800,0,0.2536
63801,0,0.0042
63802,0,0.2321
63803,0,0.0961
63804,0,0.0688
63805,1,0.9555
63806,0,0.0035
63807,0,0.0882
63808,0,0.1109
63809,0,0.0972
63810,0,0.0167
63811,1,0.9733
63812,0,0.0064
63813,0,0.05
63814,0,0.0119
63815,0,0.0099
63816,1,0.9954
63817,0,0.0065
63818,0,0.0256
63819,0,0.0326
63820,0,0.0233
63821,0,0.0059
63822,0,0.0235
63823,0,0.0361
63824,0,0.0021
63825,0,0.0241
63826,0,0.0145
63827,0,0.0333
63828,0,0.0195
63829,0,0.0103
63830,0,0.2825
63831,0,0.06
63832,1,0.8294
63833,0,0.0198
63834,0,0.1149
63835,0,0.0034
63836,0,0.0322
63837,0,0.0317
63838,0,0.0057
63839,0,0.0025
63840,1,0.7398
63841,0,0.0187
63842,0,0.2478
63843,1,0.8218
63844,0,0.0328
63845,1,0.8854
63846,0,0.0052
63847,0,0.0022
63848,0,0.0166
63849,0,0.0018
63850,0,0.0041
63851,1,0.9447
63852,0,0.0692
63853,1,0.7291
63854,0,0.0319
63855,0,0.0537
63856,0,0.0507
63857,0,0.0864
63858,0,0.0519
63859,1,0.9469
63860,0,0.0516
63861,0,0.0167
63862,0,0.0196
63863,0,0.0855
63864,1,0.7612
63865,0,0.0101
63866,0,0.0058
63867,0,0.0346
63868,0,0.0305
63869,0,0.0208
63870,1,0.9651
63871,0,0.1261
63872,1,0.9898
63873,0,0.076
63874,1,0.9374
63875,1,0.5694
63876,1,0.829
63877,0,0.1119
63878,0,0.006
63879,0,0.0078
63880,0,0.095
63881,0,0.0163
63882,0,0.0064
63883,0,0.0317
63884,0,0.0268
63885,1,0.5006
63886,0,0.0088
63887,1,0.9322
63888,1,0.9042
63889,0,0.2886
63890,0,0.4347
63891,0,0.0137
63892,0,0.0195
63893,0,0.0111
63894,0,0.0649
63895,0,0.0018
63896,1,0.9375
63897,0,0.028
63898,0,0.1873
63899,0,0.0265
63900,0,0.0096
63901,0,0.016
63902,0,0.058
63903,0,0.1085
63904,0,0.0503
63905,0,0.0082
63906,0,0.0016
63907,0,0.0226
63908,0,0.0551
63909,0,0.0026
63910,0,0.4755
63911,0,0.0538
63912,0,0.0173
63913,0,0.084
63914,0,0.0017
63915,0,0.0189
63916,0,0.0161
63917,0,0.0087
63918,0,0.0183
63919,0,0.0194
63920,0,0.0038
63921,0,0.0606
63922,0,0.1632
63923,0,0.0018
63924,0,0.0744
63925,0,0.0194
63926,0,0.0021
63927,0,0.0248
63928,0,0.0128
63929,0,0.0311
63930,0,0.0047
63931,1,0.9349
63932,0,0.0046
63933,0,0.0037
63934,0,0.0162
63935,0,0.0206
63936,0,0.0514
63937,0,0.0327
63938,0,0.045
63939,0,0.0093
63940,1,0.8805
63941,0,0.022
63942,0,0.0336
63943,0,0.0586
63944,0,0.1376
63945,0,0.0064
63946,0,0.0415
63947,0,0.0129
63948,0,0.0068
63949,0,0.0503
63950,0,0.1334
63951,1,0.9807
63952,0,0.0153
63953,0,0.0054
63954,0,0.0097
63955,0,0.0056
63956,0,0.0065
63957,0,0.0235
63958,0,0.0595
63959,0,0.0137
63960,0,0.0072
63961,0,0.0358
63962,0,0.0932
63963,0,0.0337
63964,0,0.0247
63965,0,0.0029
63966,0,0.0028
63967,0,0.0171
63968,0,0.0162
63969,0,0.129
63970,0,0.0122
63971,0,0.0093
63972,0,0.1499
63973,1,0.9637
63974,0,0.026
63975,0,0.0738
63976,0,0.065
63977,0,0.0027
63978,0,0.0287
63979,0,0.0717
63980,0,0.0025
63981,0,0.0096
63982,0,0.1299
63983,0,0.0118
63984,1,0.9901
63985,0,0.0065
63986,0,0.0132
63987,0,0.0099
63988,0,0.1549
63989,0,0.0289
63990,0,0.2359
63991,0,0.0263
63992,1,0.9903
63993,0,0.0526
63994,0,0.0344
63995,1,0.8549
63996,1,0.7714
63997,0,0.0058
63998,0,0.0015
63999,0,0.0518
64000,1,0.9143
64001,0,0.1854
64002,0,0.0362
64003,0,0.0086
64004,1,0.9674
64005,0,0.0107
64006,1,0.9281
64007,0,0.0244
64008,0,0.0093
64009,0,0.0031
64010,0,0.0296
64011,0,0.4308
64012,0,0.0025
64013,0,0.0331
64014,1,0.9727
64015,0,0.0062
64016,0,0.0028
64017,1,0.9271
64018,1,0.9552
64019,0,0.0206
64020,0,0.0145
64021,0,0.0144
64022,0,0.4148
64023,0,0.0201
64024,0,0.0674
64025,0,0.0236
64026,0,0.0162
64027,0,0.0004
64028,1,0.9548
64029,0,0.1582
64030,0,0.0052
64031,0,0.0099
64032,0,0.0136
64033,0,0.0284
64034,1,0.9294
64035,0,0.0344
64036,0,0.0159
64037,0,0.1066
64038,1,0.6529
64039,0,0.0328
64040,1,0.7762
64041,0,0.1587
64042,0,0.0214
64043,0,0.0043
64044,0,0.0025
64045,0,0.0335
64046,0,0.0128
64047,0,0.0274
64048,0,0.0077
64049,0,0.0091
64050,0,0.005
64051,0,0.0203
64052,0,0.0186
64053,0,0.0188
64054,0,0.0074
64055,0,0.0318
64056,0,0.0152
64057,1,0.9434
64058,0,0.0077
64059,1,0.9785
64060,0,0.0127
64061,0,0.0313
64062,0,0.0339
64063,0,0.0031
64064,0,0.0175
64065,0,0.0892
64066,0,0.0489
64067,0,0.0084
64068,0,0.0038
64069,1,0.5115
64070,1,0.9964
64071,0,0.1097
64072,0,0.0157
64073,0,0.0123
64074,1,0.9566
64075,0,0.0093
64076,0,0.0774
64077,0,0.02
64078,0,0.0168
64079,0,0.0408
64080,0,0.08
64081,0,0.0098
64082,0,0.0133
64083,1,0.9246
64084,0,0.0371
64085,0,0.0057
64086,0,0.0065
64087,0,0.0147
64088,0,0.0532
64089,0,0.0356
64090,0,0.0399
64091,0,0.0293
64092,0,0.027
64093,0,0.0818
64094,0,0.0468
64095,0,0.0223
64096,0,0.0137
64097,0,0.1538
64098,0,0.0101
64099,0,0.0157
64100,0,0.0055
64101,0,0.0649
64102,0,0.0669
64103,0,0.0238
64104,0,0.018
64105,0,0.0338
64106,0,0.0427
64107,0,0.2088
64108,0,0.0139
64109,0,0.0615
64110,0,0.0809
64111,0,0.0117
64112,0,0.0157
64113,0,0.0066
64114,0,0.0084
64115,0,0.0119
64116,0,0.0037
64117,0,0.0222
64118,0,0.0049
64119,0,0.019
64120,0,0.0128
64121,0,0.0681
64122,0,0.0071
64123,0,0.0165
64124,0,0.0011
64125,0,0.0734
64126,0,0.0511
64127,0,0.0102
64128,0,0.0404
64129,0,0.0397
64130,0,0.0103
64131,0,0.0315
64132,0,0.0165
64133,0,0.0228
64134,0,0.0197
64135,0,0.0028
64136,0,0.0727
64137,0,0.077
64138,0,0.0014
64139,0,0.0098
64140,0,0.0412
64141,0,0.0109
64142,0,0.0102
64143,1,0.9144
64144,0,0.0067
64145,0,0.0148
64146,0,0.0015
64147,0,0.0123
64148,0,0.0779
64149,0,0.0329
64150,0,0.0165
64151,1,0.9885
64152,0,0.0513
64153,0,0.0208
64154,0,0.2428
64155,0,0.0066
64156,0,0.0337
64157,0,0.029
64158,0,0.031
64159,0,0.0781
64160,0,0.0021
64161,0,0.0088
64162,1,0.9696
64163,0,0.0129
64164,0,0.0267
64165,0,0.4706
64166,0,0.0037
64167,0,0.0274
64168,0,0.0052
64169,0,0.0266
64170,0,0.0098
64171,0,0.0542
64172,1,0.9441
64173,0,0.1404
64174,0,0.0243
64175,0,0.009
64176,0,0.0268
64177,0,0.072
64178,0,0.0265
64179,0,0.0141
64180,0,0.0172
64181,0,0.0113
64182,0,0.0349
64183,0,0.023
64184,0,0.0796
64185,0,0.0023
64186,0,0.0344
64187,0,0.0064
64188,0,0.0111
64189,1,0.7859
64190,0,0.1476
64191,0,0.0722
64192,0,0.011
64193,1,0.9715
64194,0,0.0123
64195,0,0.0229
64196,0,0.0141
64197,1,0.8322
64198,0,0.0005
64199,0,0.0814
64200,0,0.0168
64201,0,0.082
64202,0,0.0466
64203,0,0.0114
64204,0,0.0597
64205,0,0.0023
64206,0,0.1387
64207,1,0.9234
64208,0,0.0851
64209,0,0.0982
64210,0,0.0132
64211,0,0.0239
64212,0,0.0047
64213,0,0.0698
64214,0,0.0106
64215,0,0.014
64216,0,0.0056
64217,0,0.0393
64218,1,0.5653
64219,0,0.0022
64220,0,0.0558
64221,0,0.1238
64222,0,0.0494
64223,0,0.0043
64224,1,0.8136
64225,0,0.0189
64226,0,0.0241
64227,0,0.1245
64228,0,0.0799
64229,1,0.9116
64230,1,0.5443
64231,0,0.0127
64232,0,0.0297
64233,0,0.0108
64234,0,0.0117
64235,0,0.0181
64236,0,0.0469
64237,0,0.0058
64238,0,0.0069
64239,0,0.0083
64240,0,0.0443
64241,0,0.019
64242,0,0.0192
64243,0,0.0588
64244,1,0.744
64245,0,0.0066
64246,0,0.0265
64247,0,0.0386
64248,0,0.016
64249,0,0.0681
64250,0,0.0563
64251,0,0.0172
64252,0,0.0255
64253,0,0.0719
64254,0,0.0162
64255,0,0.1136
64256,0,0.0192
64257,0,0.0202
64258,0,0.0124
64259,0,0.0117
64260,0,0.0268
64261,0,0.0104
64262,0,0.0069
64263,0,0.027
64264,0,0.0031
64265,0,0.433
64266,0,0.0247
64267,0,0.0006
64268,0,0.0106
64269,0,0.0248
64270,0,0.0193
64271,1,0.9598
64272,0,0.0408
64273,0,0.0072
64274,0,0.0243
64275,0,0.0041
64276,0,0.3298
64277,0,0.0244
64278,0,0.0052
64279,0,0.0113
64280,0,0.0116
64281,0,0.0998
64282,1,0.9326
64283,0,0.0092
64284,1,0.5301
64285,0,0.3345
64286,0,0.0086
64287,0,0.0227
64288,0,0.0503
64289,0,0.0301
64290,0,0.0084
64291,0,0.0539
64292,0,0.0233
64293,0,0.0274
64294,1,0.9068
64295,1,0.9674
64296,0,0.0259
64297,0,0.0184
64298,0,0.0357
64299,0,0.0172
64300,1,0.9847
64301,0,0.0362
64302,0,0.0038
64303,0,0.0495
64304,0,0.006
64305,0,0.0132
64306,0,0.2859
64307,0,0.0278
64308,0,0.0222
64309,0,0.372
64310,0,0.023
64311,0,0.1836
64312,1,0.7065
64313,0,0.0007
64314,0,0.0071
64315,0,0.0154
64316,0,0.0062
64317,0,0.2518
64318,0,0.0917
64319,0,0.0303
64320,0,0.0578
64321,0,0.0179
64322,0,0.0085
64323,0,0.0136
64324,0,0.1347
64325,0,0.0138
64326,0,0.013
64327,1,0.8803
64328,0,0.011
64329,0,0.4667
64330,0,0.2046
64331,0,0.0198
64332,0,0.3518
64333,0,0.0427
64334,0,0.0452
64335,0,0.0006
64336,0,0.0105
64337,0,0.0114
64338,1,0.9727
64339,0,0.0404
64340,1,0.9732
64341,0,0.0265
64342,0,0.0156
64343,0,0.0855
64344,1,0.7513
64345,0,0.0192
64346,0,0.0251
64347,0,0.004
64348,1,0.8096
64349,0,0.0302
64350,0,0.2862
64351,0,0.0705
64352,0,0.006
64353,0,0.0046
64354,0,0.0017
64355,0,0.0053
64356,0,0.0736
64357,0,0.0189
64358,0,0.0346
64359,0,0.0143
64360,0,0.0169
64361,0,0.0294
64362,0,0.0097
64363,0,0.0218
64364,0,0.0676
64365,0,0.0832
64366,0,0.002
64367,0,0.0593
64368,0,0.0205
64369,0,0.0453
64370,0,0.0118
64371,0,0.0755
64372,0,0.0624
64373,0,0.0197
64374,0,0.0307
64375,0,0.0137
64376,0,0.0638
64377,0,0.0061
64378,0,0.0216
64379,0,0.0115
64380,0,0.0044
64381,0,0.0119
64382,0,0.0366
64383,0,0.0214
64384,0,0.026
64385,0,0.0198
64386,0,0.1186
64387,0,0.0437
64388,0,0.0005
64389,0,0.245
64390,0,0.0036
64391,0,0.0212
64392,1,0.9526
64393,0,0.0059
64394,0,0.0032
64395,0,0.157
64396,0,0.0291
64397,0,0.01
64398,0,0.0449
64399,0,0.0734
64400,1,0.9986
64401,0,0.0055
64402,0,0.0012
64403,0,0.0546
64404,0,0.0147
64405,0,0.009
64406,0,0.0041
64407,0,0.042
64408,1,0.9897
64409,0,0.0084
64410,0,0.0224
64411,0,0.0082
64412,1,0.6241
64413,0,0.0053
64414,1,0.9795
64415,0,0.022
64416,0,0.0129
64417,0,0.1518
64418,0,0.0331
64419,0,0.0091
64420,0,0.0128
64421,0,0.0704
64422,0,0.015
64423,0,0.0351
64424,0,0.0092
64425,0,0.0548
64426,0,0.0404
64427,0,0.1496
64428,0,0.0026
64429,0,0.0029
64430,0,0.0161
64431,1,0.9698
64432,0,0.0667
64433,0,0.0141
64434,0,0.0147
64435,0,0.0233
64436,0,0.0289
64437,0,0.0657
64438,0,0.0128
64439,0,0.0237
64440,0,0.0061
64441,0,0.0025
64442,0,0.0311
64443,0,0.0399
64444,0,0.0117
64445,0,0.0626
64446,0,0.0317
64447,0,0.3184
64448,0,0.0346
64449,0,0.0171
64450,0,0.3463
64451,0,0.01
64452,1,0.9872
64453,0,0.0083
64454,0,0.0246
64455,0,0.1524
64456,0,0.0177
64457,1,0.9893
64458,0,0.0053
64459,0,0.007
64460,0,0.2471
64461,0,0.0042
64462,0,0.0092
64463,0,0.0196
64464,0,0.0267
64465,1,0.9434
64466,0,0.024
64467,0,0.0102
64468,0,0.009
64469,0,0.002
64470,0,0.0147
64471,0,0.0029
64472,0,0.0237
64473,1,0.9039
64474,0,0.1058
64475,1,0.9224
64476,0,0.0581
64477,0,0.039
64478,0,0.0443
64479,0,0.0253
64480,0,0.0353
64481,0,0.0027
64482,0,0.1582
64483,0,0.1047
64484,0,0.0072
64485,0,0.0044
64486,0,0.028
64487,0,0.0074
64488,0,0.0156
64489,0,0.019
64490,0,0.0554
64491,0,0.0043
64492,0,0.0089
64493,0,0.0209
64494,0,0.0065
64495,0,0.0074
64496,0,0.0032
64497,0,0.0127
64498,0,0.0451
64499,0,0.0013
64500,0,0.0315
64501,0,0.039
64502,0,0.1904
64503,0,0.0354
64504,0,0.0099
64505,0,0.071
64506,1,0.951
64507,0,0.0141
64508,0,0.0143
64509,1,0.9778
64510,0,0.003
64511,0,0.0142
64512,0,0.0074
64513,0,0.0095
64514,0,0.0065
64515,0,0.0285
64516,0,0.0108
64517,0,0.0023
64518,0,0.0041
64519,0,0.0022
64520,0,0.0182
64521,0,0.0415
64522,0,0.0026
64523,0,0.0152
64524,0,0.0055
64525,0,0.0291
64526,0,0.0009
64527,0,0.0114
64528,0,0.0225
64529,0,0.0069
64530,0,0.0448
64531,0,0.037
64532,0,0.0019
64533,0,0.0079
64534,0,0.212
64535,0,0.0645
64536,0,0.0184
64537,0,0.04
64538,0,0.0032
64539,1,0.9752
64540,0,0.0164
64541,0,0.0231
64542,0,0.0167
64543,0,0.012
64544,0,0.0081
64545,0,0.0213
64546,0,0.1323
64547,0,0.1539
64548,0,0.1014
64549,0,0.0168
64550,0,0.0233
64551,0,0.0076
64552,0,0.0277
64553,0,0.0298
64554,0,0.0116
64555,0,0.0166
64556,0,0.0066
64557,0,0.0146
64558,1,0.963
64559,0,0.0169
64560,0,0.0075
64561,0,0.0175
64562,0,0.0705
64563,0,0.0036
64564,0,0.0074
64565,1,0.983
64566,0,0.0604
64567,0,0.2628
64568,0,0.0775
64569,0,0.0224
64570,0,0.0349
64571,0,0.0189
64572,1,0.8889
64573,0,0.0166
64574,0,0.0487
64575,0,0.0075
64576,0,0.216
64577,0,0.0121
64578,0,0.0108
64579,0,0.0103
64580,0,0.0145
64581,0,0.004
64582,0,0.0141
64583,0,0.0759
64584,0,0.0029
64585,0,0.0806
64586,0,0.0241
64587,0,0.0171
64588,0,0.0113
64589,0,0.0075
64590,1,0.8905
64591,0,0.003
64592,0,0.0056
64593,0,0.0133
64594,0,0.0101
64595,0,0.0152
64596,0,0.0047
64597,1,0.8623
64598,0,0.0608
64599,1,0.9741
64600,0,0.0541
64601,1,0.9907
64602,0,0.0491
64603,0,0.0162
64604,1,0.8583
64605,0,0.0045
64606,0,0.008
64607,0,0.1462
64608,0,0.0487
64609,0,0.0274
64610,0,0.012
64611,0,0.003
64612,0,0.0431
64613,0,0.0083
64614,0,0.0286
64615,0,0.029
64616,1,0.9842
64617,0,0.0091
64618,0,0.0053
64619,0,0.0132
64620,0,0.0342
64621,0,0.031
64622,0,0.0207
64623,0,0.0574
64624,0,0.0339
64625,1,0.9541
64626,0,0.0534
64627,0,0.2575
64628,1,0.5311
64629,0,0.0139
64630,0,0.0635
64631,0,0.0106
64632,0,0.0026
64633,0,0.0241
64634,1,0.735
64635,0,0.0775
64636,0,0.0042
64637,0,0.0091
64638,0,0.0079
64639,1,0.872
64640,0,0.2506
64641,0,0.0078
64642,0,0.0756
64643,0,0.0183
64644,0,0.0771
64645,0,0.0132
64646,0,0.0208
64647,0,0.0196
64648,0,0.0098
64649,0,0.0318
64650,1,0.948
64651,0,0.0463
64652,0,0.0084
64653,0,0.0427
64654,1,0.9777
64655,0,0.0134
64656,0,0.0037
64657,0,0.0638
64658,0,0.0087
64659,0,0.0286
64660,0,0.0184
64661,0,0.0098
64662,0,0.3551
64663,0,0.0111
64664,0,0.0556
64665,0,0.0175
64666,0,0.0105
64667,0,0.0243
64668,0,0.2221
64669,0,0.0237
64670,0,0.4114
64671,0,0.035
64672,0,0.028
64673,0,0.0228
64674,1,0.5433
64675,0,0.0202
64676,0,0.0178
64677,0,0.0049
64678,0,0.0426
64679,0,0.0011
64680,1,0.9952
64681,0,0.002
64682,0,0.0209
64683,0,0.0086
64684,0,0.0028
64685,0,0.0202
64686,0,0.0077
64687,0,0.1249
64688,0,0.167
64689,1,0.9717
64690,0,0.0018
64691,0,0.0028
64692,0,0.0068
64693,0,0.0062
64694,0,0.1363
64695,1,0.8706
64696,1,0.507
64697,0,0.0167
64698,0,0.0124
64699,0,0.031
64700,0,0.0211
64701,0,0.0523
64702,0,0.0311
64703,0,0.3259
64704,0,0.1003
64705,1,0.9327
64706,0,0.0085
64707,0,0.0062
64708,0,0.0219
64709,0,0.0052
64710,0,0.0207
64711,0,0.0056
64712,0,0.0461
64713,0,0.1329
64714,0,0.0112
64715,0,0.0334
64716,0,0.1146
64717,0,0.1461
64718,0,0.146
64719,0,0.0123
64720,0,0.0248
64721,0,0.0812
64722,0,0.0594
64723,0,0.0141
64724,0,0.0153
64725,0,0.012
64726,0,0.015
64727,0,0.0482
64728,1,0.9776
64729,0,0.0372
64730,0,0.0077
64731,0,0.0247
64732,1,0.5646
64733,1,0.9565
64734,0,0.2487
64735,0,0.0007
64736,0,0.0925
64737,0,0.0216
64738,1,0.9888
64739,1,0.9908
64740,0,0.0485
64741,0,0.3423
64742,0,0.0087
64743,0,0.0184
64744,0,0.0156
64745,0,0.0481
64746,1,0.948
64747,0,0.0084
64748,0,0.0019
64749,0,0.0019
64750,0,0.0173
64751,0,0.0131
64752,1,0.8894
64753,0,0.0202
64754,0,0.0531
64755,0,0.0004
64756,0,0.0387
64757,0,0.0408
64758,0,0.0315
64759,0,0.0243
64760,0,0.0093
64761,0,0.0046
64762,0,0.0383
64763,0,0.0088
64764,0,0.2711
64765,0,0.0263
64766,0,0.0999
64767,0,0.0051
64768,0,0.1416
64769,0,0.0432
64770,0,0.3804
64771,0,0.0663
64772,0,0.1253
64773,1,0.9851
64774,0,0.0179
64775,0,0.0035
64776,0,0.007
64777,0,0.0087
64778,1,0.9477
64779,0,0.0084
64780,0,0.0939
64781,1,0.9745
64782,0,0.0182
64783,0,0.0265
64784,0,0.0371
64785,0,0.0074
64786,0,0.0081
64787,0,0.1449
64788,0,0.1067
64789,0,0.0059
64790,0,0.0209
64791,0,0.0166
64792,0,0.0016
64793,0,0.011
64794,0,0.0035
64795,0,0.0059
64796,0,0.0363
64797,0,0.0268
64798,0,0.0068
64799,0,0.0983
64800,0,0.0138
64801,0,0.4174
64802,0,0.0216
64803,0,0.0484
64804,0,0.0053
64805,0,0.0449
64806,0,0.0021
64807,0,0.0252
64808,0,0.019
64809,0,0.1417
64810,0,0.1176
64811,0,0.0239
64812,0,0.0808
64813,1,0.9305
64814,0,0.0297
64815,0,0.0091
64816,0,0.1075
64817,0,0.1282
64818,0,0.018
64819,0,0.0179
64820,0,0.0077
64821,0,0.0855
64822,0,0.0764
64823,0,0.008
64824,0,0.0958
64825,0,0.0213
64826,0,0.2056
64827,0,0.0031
64828,0,0.0116
64829,0,0.0118
64830,0,0.0323
64831,0,0.1132
64832,1,0.5301
64833,0,0.025
64834,0,0.0441
64835,0,0.0049
64836,0,0.0291
64837,0,0.0179
64838,0,0.0309
64839,0,0.0917
64840,0,0.1357
64841,0,0.0059
64842,0,0.1395
64843,0,0.0134
64844,0,0.0168
64845,0,0.0098
64846,0,0.0203
64847,0,0.0005
64848,0,0.1472
64849,0,0.0015
64850,0,0.0137
64851,0,0.0537
64852,0,0.0115
64853,0,0.0256
64854,0,0.1028
64855,0,0.0133
64856,0,0.0576
64857,0,0.0136
64858,0,0.0313
64859,0,0.0083
64860,0,0.0169
64861,0,0.0045
64862,0,0.0162
64863,0,0.0009
64864,0,0.0057
64865,0,0.0242
64866,0,0.0092
64867,0,0.0222
64868,0,0.0355
64869,0,0.0222
64870,0,0.0099
64871,0,0.0199
64872,0,0.0066
64873,0,0.1763
64874,0,0.0435
64875,0,0.0097
64876,0,0.0286
64877,0,0.0435
64878,0,0.0019
64879,0,0.0109
64880,0,0.0233
64881,0,0.0652
64882,0,0.053
64883,0,0.0589
64884,0,0.1083
64885,0,0.0799
64886,0,0.0045
64887,0,0.1223
64888,0,0.0091
64889,1,0.9353
64890,0,0.0391
64891,0,0.0207
64892,0,0.1797
64893,0,0.0241
64894,0,0.1335
64895,0,0.0534
64896,0,0.0504
64897,0,0.0196
64898,1,0.9791
64899,0,0.0207
64900,0,0.0238
64901,0,0.0177
64902,0,0.112
64903,0,0.0211
64904,0,0.0207
64905,1,0.9708
64906,1,0.9033
64907,0,0.0146
64908,0,0.0295
64909,0,0.0029
64910,0,0.0078
64911,0,0.0086
64912,0,0.0434
64913,0,0.1524
64914,0,0.037
64915,0,0.0064
64916,0,0.2408
64917,0,0.023
64918,0,0.009
64919,0,0.0022
64920,0,0.0077
64921,0,0.0273
64922,0,0.0406
64923,0,0.1463
64924,0,0.1877
64925,1,0.9849
64926,0,0.005
64927,0,0.0703
64928,0,0.0285
64929,0,0.011
64930,0,0.0041
64931,0,0.0035
64932,0,0.0072
64933,0,0.0608
64934,0,0.0021
64935,0,0.0062
64936,0,0.0018
64937,0,0.1343
64938,0,0.0181
64939,1,0.9195
64940,0,0.0042
64941,0,0.4464
64942,0,0.0439
64943,0,0.0612
64944,0,0.0075
64945,0,0.0021
64946,0,0.0309
64947,0,0.0093
64948,0,0.0282
64949,0,0.0039
64950,0,0.0198
64951,1,0.7972
64952,0,0.0026
64953,0,0.015
64954,0,0.0056
64955,0,0.0254
64956,0,0.0063
64957,0,0.0329
64958,0,0.0389
64959,0,0.0068
64960,0,0.0439
64961,0,0.1257
64962,0,0.0103
64963,1,0.8682
64964,0,0.0035
64965,0,0.0151
64966,0,0.0092
64967,1,0.5626
64968,0,0.052
64969,0,0.0086
64970,0,0.3323
64971,0,0.0477
64972,0,0.0191
64973,0,0.1195
64974,0,0.0183
64975,0,0.024
64976,0,0.1995
64977,0,0.0257
64978,0,0.0051
64979,1,0.9358
64980,0,0.0219
64981,0,0.0146
64982,0,0.0186
64983,0,0.0185
64984,0,0.0037
64985,0,0.0262
64986,0,0.0151
64987,0,0.0195
